IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
150.230.109.138,2052,2052,false,NRT,Asia Pacific,Tokyo,79,7.76
152.70.106.195,2096,2096,true,NRT,Asia Pacific,Tokyo,144,7.76
168.138.206.236,8443,8443,true,NRT,Asia Pacific,Tokyo,120,7.76
141.147.160.86,8080,8080,false,NRT,Asia Pacific,Tokyo,84,7.76
168.138.212.40,80,80,false,NRT,Asia Pacific,Tokyo,77,7.75
150.230.220.232,2096,2096,true,NRT,Asia Pacific,Tokyo,88,7.75
131.186.63.127,2086,2086,false,NRT,Asia Pacific,Tokyo,85,7.75
140.238.52.81,2096,2096,true,NRT,Asia Pacific,Tokyo,140,7.74
150.230.105.228,2086,2086,false,HKG,Asia Pacific,Hong Kong,132,7.74
132.145.114.250,2095,2095,false,NRT,Asia Pacific,Tokyo,88,7.73
132.145.117.216,2095,2095,false,NRT,Asia Pacific,Tokyo,131,7.72
164.152.26.70,2052,443,true,ORD,North America,Chicago,214,7.72
150.230.219.83,80,80,false,NRT,Asia Pacific,Tokyo,90,7.70
131.186.45.88,2087,2087,true,NRT,Asia Pacific,Tokyo,102,7.70
141.147.178.115,2087,2087,true,NRT,Asia Pacific,Tokyo,130,7.69
140.238.52.81,2052,2052,false,NRT,Asia Pacific,Tokyo,139,7.69
152.70.102.124,8880,8880,false,HKG,Asia Pacific,Hong Kong,148,7.68
152.70.184.64,443,443,true,FRA,Europe,Frankfurt,169,7.68
131.186.43.107,2096,2096,true,NRT,Asia Pacific,Tokyo,169,7.67
168.138.212.40,2087,2087,true,NRT,Asia Pacific,Tokyo,193,7.66
138.2.11.179,8443,8443,true,NRT,Asia Pacific,Tokyo,78,7.65
140.238.35.78,2096,2096,true,NRT,Asia Pacific,Tokyo,165,7.65
168.138.213.210,2082,2082,false,NRT,Asia Pacific,Tokyo,78,7.64
132.145.121.247,2087,2087,true,NRT,Asia Pacific,Tokyo,171,7.62
138.2.20.48,8443,8443,true,NRT,Asia Pacific,Tokyo,114,7.62
131.186.59.94,2096,2096,true,NRT,Asia Pacific,Tokyo,184,7.62
152.70.107.26,2052,2052,false,NRT,Asia Pacific,Tokyo,80,7.62
138.2.18.11,8880,8880,false,NRT,Asia Pacific,Tokyo,123,7.61
140.238.54.184,2083,2083,true,NRT,Asia Pacific,Tokyo,150,7.60
140.238.60.71,2086,2086,false,NRT,Asia Pacific,Tokyo,78,7.60
192.18.150.85,2083,443,true,YYZ,North America,Toronto,238,7.59
141.147.189.242,2096,2096,true,NRT,Asia Pacific,Tokyo,150,7.59
150.230.222.185,2095,2095,false,NRT,Asia Pacific,Tokyo,79,7.59
150.230.101.125,8880,8880,false,NRT,Asia Pacific,Tokyo,122,7.59
168.138.212.175,2087,2087,true,NRT,Asia Pacific,Tokyo,154,7.59
140.238.39.21,8080,8080,false,NRT,Asia Pacific,Tokyo,141,7.59
138.3.223.70,2087,2087,true,NRT,Asia Pacific,Tokyo,105,7.58
140.238.51.184,8080,8080,false,NRT,Asia Pacific,Tokyo,130,7.58
150.230.219.168,2087,2087,true,NRT,Asia Pacific,Tokyo,87,7.57
140.238.38.245,2096,2096,true,NRT,Asia Pacific,Tokyo,84,7.56
168.138.212.184,2082,2082,false,NRT,Asia Pacific,Tokyo,128,7.56
152.70.104.69,8080,8080,false,NRT,Asia Pacific,Tokyo,83,7.56
138.3.211.101,2095,2095,false,NRT,Asia Pacific,Tokyo,78,7.54
140.238.54.149,8880,8880,false,NRT,Asia Pacific,Tokyo,156,7.53
140.238.32.184,2095,2095,false,NRT,Asia Pacific,Tokyo,77,7.53
140.238.33.165,8443,8443,true,NRT,Asia Pacific,Tokyo,180,7.53
131.186.34.11,2086,2086,false,NRT,Asia Pacific,Tokyo,85,7.52
150.230.221.219,2096,2096,true,NRT,Asia Pacific,Tokyo,83,7.52
140.238.50.99,8080,8080,false,NRT,Asia Pacific,Tokyo,89,7.52
140.238.48.97,2096,2096,true,NRT,Asia Pacific,Tokyo,174,7.51
138.2.21.31,2095,2095,false,NRT,Asia Pacific,Tokyo,79,7.51
138.3.220.4,2087,2087,true,NRT,Asia Pacific,Tokyo,150,7.50
141.147.164.54,8880,8880,false,NRT,Asia Pacific,Tokyo,76,7.50
131.186.38.135,8080,8080,false,NRT,Asia Pacific,Tokyo,136,7.50
168.138.212.74,2052,2052,false,NRT,Asia Pacific,Tokyo,131,7.50
168.138.215.188,2052,2052,false,NRT,Asia Pacific,Tokyo,81,7.50
132.145.120.197,8080,8080,false,NRT,Asia Pacific,Tokyo,75,7.49
131.186.43.207,2052,2052,false,NRT,Asia Pacific,Tokyo,134,7.49
150.230.212.213,2083,2083,true,NRT,Asia Pacific,Tokyo,97,7.49
152.70.106.185,2083,2083,true,NRT,Asia Pacific,Tokyo,147,7.48
131.186.58.151,2052,2052,false,NRT,Asia Pacific,Tokyo,133,7.48
132.145.121.123,2096,2096,true,NRT,Asia Pacific,Tokyo,112,7.46
168.138.207.64,8080,8080,false,NRT,Asia Pacific,Tokyo,75,7.46
141.147.178.202,2082,2082,false,NRT,Asia Pacific,Tokyo,77,7.46
131.186.59.94,2052,2052,false,NRT,Asia Pacific,Tokyo,78,7.45
150.230.208.113,8080,8080,false,NRT,Asia Pacific,Tokyo,76,7.44
132.145.120.115,2053,2053,true,NRT,Asia Pacific,Tokyo,107,7.44
141.147.181.148,8880,8880,false,NRT,Asia Pacific,Tokyo,137,7.43
150.230.101.13,8080,8080,false,NRT,Asia Pacific,Tokyo,86,7.43
168.138.206.68,2083,2083,true,NRT,Asia Pacific,Tokyo,110,7.42
140.238.59.255,2083,2083,true,NRT,Asia Pacific,Tokyo,136,7.42
150.230.106.21,2083,2083,true,NRT,Asia Pacific,Tokyo,85,7.42
168.138.200.159,2052,2052,false,NRT,Asia Pacific,Tokyo,144,7.41
138.3.212.226,2083,2083,true,NRT,Asia Pacific,Tokyo,88,7.41
138.2.13.200,2052,2052,false,NRT,Asia Pacific,Tokyo,133,7.40
168.138.200.155,2083,2083,true,NRT,Asia Pacific,Tokyo,161,7.40
140.238.61.78,2096,2096,true,NRT,Asia Pacific,Tokyo,162,7.39
138.2.10.251,2086,2086,false,NRT,Asia Pacific,Tokyo,81,7.39
150.230.205.56,2083,2083,true,NRT,Asia Pacific,Tokyo,95,7.38
150.230.216.117,2095,2095,false,NRT,Asia Pacific,Tokyo,86,7.38
132.145.120.118,2095,2095,false,NRT,Asia Pacific,Tokyo,131,7.36
150.230.213.95,2087,2087,true,NRT,Asia Pacific,Tokyo,75,7.36
138.3.220.4,2083,2083,true,NRT,Asia Pacific,Tokyo,128,7.36
132.145.120.197,80,80,false,NRT,Asia Pacific,Tokyo,131,7.35
132.145.120.197,2053,2053,true,NRT,Asia Pacific,Tokyo,105,7.34
168.138.192.185,2083,2083,true,NRT,Asia Pacific,Tokyo,175,7.34
138.3.212.162,8080,8080,false,NRT,Asia Pacific,Tokyo,138,7.33
138.2.20.48,2083,2083,true,NRT,Asia Pacific,Tokyo,108,7.33
150.230.212.87,2082,2082,false,NRT,Asia Pacific,Tokyo,139,7.32
168.138.206.236,2083,2083,true,NRT,Asia Pacific,Tokyo,173,7.32
132.145.113.148,8443,8443,true,NRT,Asia Pacific,Tokyo,162,7.32
140.238.40.136,8080,8080,false,NRT,Asia Pacific,Tokyo,138,7.31
131.186.45.88,80,80,false,NRT,Asia Pacific,Tokyo,77,7.30
132.145.120.115,2083,2083,true,NRT,Asia Pacific,Tokyo,141,7.30
138.2.20.48,8880,8880,false,NRT,Asia Pacific,Tokyo,90,7.29
132.145.120.115,2082,2082,false,NRT,Asia Pacific,Tokyo,124,7.29
168.138.215.188,2096,2096,true,NRT,Asia Pacific,Tokyo,128,7.29
150.230.204.117,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.28
152.70.111.251,8880,8880,false,NRT,Asia Pacific,Tokyo,125,7.27
132.145.112.247,2087,2087,true,NRT,Asia Pacific,Tokyo,296,7.27
152.70.51.16,443,443,true,FRA,Europe,Frankfurt,199,7.26
152.70.104.69,2087,2087,true,NRT,Asia Pacific,Tokyo,84,7.25
168.138.200.155,2087,2087,true,NRT,Asia Pacific,Tokyo,167,7.25
150.230.205.56,2052,2052,false,NRT,Asia Pacific,Tokyo,125,7.25
138.2.20.230,2053,2053,true,NRT,Asia Pacific,Tokyo,83,7.24
131.186.43.207,2083,2083,true,NRT,Asia Pacific,Tokyo,147,7.24
150.230.222.185,2082,2082,false,NRT,Asia Pacific,Tokyo,138,7.24
150.230.219.168,2053,2053,true,NRT,Asia Pacific,Tokyo,157,7.24
131.186.63.184,8443,8443,true,NRT,Asia Pacific,Tokyo,91,7.23
131.186.61.45,2096,2096,true,NRT,Asia Pacific,Tokyo,135,7.22
138.2.8.232,2095,2095,false,NRT,Asia Pacific,Tokyo,135,7.22
131.186.34.244,2052,2052,false,NRT,Asia Pacific,Tokyo,131,7.22
168.138.206.236,8880,8880,false,NRT,Asia Pacific,Tokyo,136,7.22
138.2.14.164,80,80,false,NRT,Asia Pacific,Tokyo,132,7.21
168.138.197.222,80,80,false,NRT,Asia Pacific,Tokyo,75,7.20
141.147.167.40,2095,2095,false,NRT,Asia Pacific,Tokyo,75,7.20
138.2.11.179,2087,2087,true,NRT,Asia Pacific,Tokyo,144,7.19
131.186.63.184,2052,2052,false,NRT,Asia Pacific,Tokyo,76,7.19
140.238.38.245,2053,2053,true,NRT,Asia Pacific,Tokyo,149,7.17
129.153.61.213,443,443,true,YYZ,North America,Toronto,234,7.17
168.138.196.237,8080,8080,false,NRT,Asia Pacific,Tokyo,142,7.17
152.70.49.14,443,443,true,FRA,Europe,Frankfurt,169,7.16
131.186.60.162,8080,8080,false,NRT,Asia Pacific,Tokyo,134,7.16
132.145.120.197,2082,2082,false,NRT,Asia Pacific,Tokyo,85,7.15
140.238.38.245,80,80,false,NRT,Asia Pacific,Tokyo,79,7.15
168.138.194.121,2052,2052,false,NRT,Asia Pacific,Tokyo,75,7.14
132.145.120.103,8080,8080,false,NRT,Asia Pacific,Tokyo,83,7.14
150.230.97.239,2096,2096,true,NRT,Asia Pacific,Tokyo,85,7.14
150.230.101.125,2083,2083,true,NRT,Asia Pacific,Tokyo,103,7.13
131.186.58.151,2082,2082,false,NRT,Asia Pacific,Tokyo,127,7.12
132.145.120.103,2052,2052,false,NRT,Asia Pacific,Tokyo,131,7.12
150.230.117.76,443,443,true,FRA,Europe,Frankfurt,203,7.11
138.3.223.70,2083,2083,true,NRT,Asia Pacific,Tokyo,75,7.11
141.147.189.242,8880,8880,false,NRT,Asia Pacific,Tokyo,77,7.11
138.2.92.11,2095,2095,false,SIN,Asia Pacific,Singapore,19,7.11
168.138.206.236,2096,2096,true,NRT,Asia Pacific,Tokyo,168,7.11
131.186.37.191,2082,2082,false,NRT,Asia Pacific,Tokyo,80,7.10
150.230.205.56,2053,2053,true,NRT,Asia Pacific,Tokyo,144,7.10
193.123.57.35,443,443,true,FRA,Europe,Frankfurt,159,7.09
140.238.33.165,80,80,false,NRT,Asia Pacific,Tokyo,85,7.08
138.3.217.39,2086,2086,false,NRT,Asia Pacific,Tokyo,83,7.08
144.24.173.250,2053,443,true,FRA,Europe,Frankfurt,168,7.08
141.147.178.202,2095,2095,false,NRT,Asia Pacific,Tokyo,90,7.08
141.147.178.202,2087,2087,true,NRT,Asia Pacific,Tokyo,86,7.08
138.3.211.101,8080,8080,false,NRT,Asia Pacific,Tokyo,75,7.08
130.61.107.238,8443,443,true,FRA,Europe,Frankfurt,169,7.07
140.238.46.138,2052,2052,false,NRT,Asia Pacific,Tokyo,135,7.07
140.238.39.87,80,80,false,NRT,Asia Pacific,Tokyo,87,7.07
140.238.41.253,2096,2096,true,NRT,Asia Pacific,Tokyo,118,7.06
140.238.54.166,80,80,false,NRT,Asia Pacific,Tokyo,139,7.04
138.2.15.8,2095,2095,false,NRT,Asia Pacific,Tokyo,131,7.04
192.18.150.176,2087,443,true,YYZ,North America,Toronto,231,7.04
140.238.40.136,2052,2052,false,NRT,Asia Pacific,Tokyo,76,7.04
152.70.98.174,2096,2096,true,NRT,Asia Pacific,Tokyo,157,7.04
168.138.206.109,2052,2052,false,NRT,Asia Pacific,Tokyo,86,7.03
152.70.104.69,2095,2095,false,NRT,Asia Pacific,Tokyo,130,7.01
168.138.208.17,2087,2087,true,NRT,Asia Pacific,Tokyo,87,7.00
138.2.25.122,2053,2053,true,NRT,Asia Pacific,Tokyo,108,7.00
168.138.217.146,2052,2052,false,NRT,Asia Pacific,Tokyo,77,6.99
150.230.216.34,2053,2053,true,NRT,Asia Pacific,Tokyo,77,6.99
140.238.60.71,8443,8443,true,NRT,Asia Pacific,Tokyo,222,6.99
140.238.54.184,2086,2086,false,NRT,Asia Pacific,Tokyo,92,6.99
168.138.212.184,2095,2095,false,NRT,Asia Pacific,Tokyo,133,6.97
138.2.15.8,8443,8443,true,NRT,Asia Pacific,Tokyo,195,6.97
138.2.31.68,8443,8443,true,HKG,Asia Pacific,Hong Kong,149,6.97
150.230.213.95,2083,2083,true,NRT,Asia Pacific,Tokyo,86,6.96
140.238.52.141,8880,8880,false,NRT,Asia Pacific,Tokyo,85,6.95
138.2.19.122,2096,2096,true,NRT,Asia Pacific,Tokyo,85,6.95
140.238.40.136,8443,8443,true,NRT,Asia Pacific,Tokyo,95,6.94
140.238.60.71,2082,2082,false,NRT,Asia Pacific,Tokyo,127,6.94
140.238.52.81,80,80,false,NRT,Asia Pacific,Tokyo,81,6.93
132.145.112.168,2083,2083,true,NRT,Asia Pacific,Tokyo,103,6.92
150.230.101.125,2052,2052,false,NRT,Asia Pacific,Tokyo,122,6.92
138.3.212.226,8880,8880,false,NRT,Asia Pacific,Tokyo,77,6.91
140.238.54.149,2052,2052,false,NRT,Asia Pacific,Tokyo,144,6.91
150.230.219.168,8443,8443,true,NRT,Asia Pacific,Tokyo,137,6.91
140.238.48.97,2087,2087,true,NRT,Asia Pacific,Tokyo,111,6.91
138.2.31.68,2052,2052,false,HKG,Asia Pacific,Hong Kong,141,6.91
150.230.212.9,2082,2082,false,NRT,Asia Pacific,Tokyo,81,6.87
132.145.122.95,80,80,false,NRT,Asia Pacific,Tokyo,127,6.87
141.147.101.9,443,443,true,FRA,Europe,Frankfurt,193,6.85
168.138.196.164,2052,2052,false,HKG,Asia Pacific,Hong Kong,195,6.84
150.230.101.125,2082,2082,false,NRT,Asia Pacific,Tokyo,131,6.84
138.3.215.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,191,6.84
131.186.60.162,8880,8880,false,NRT,Asia Pacific,Tokyo,85,6.84
132.145.120.197,2095,2095,false,NRT,Asia Pacific,Tokyo,126,6.83
140.238.44.118,8443,8443,true,NRT,Asia Pacific,Tokyo,82,6.83
150.230.222.185,8443,8443,true,NRT,Asia Pacific,Tokyo,95,6.82
168.138.207.64,2082,2082,false,NRT,Asia Pacific,Tokyo,90,6.81
132.145.121.175,2052,2052,false,NRT,Asia Pacific,Tokyo,77,6.81
150.230.98.39,2083,2083,true,NRT,Asia Pacific,Tokyo,89,6.81
131.186.45.88,8443,8443,true,NRT,Asia Pacific,Tokyo,161,6.80
150.230.205.56,80,80,false,NRT,Asia Pacific,Tokyo,134,6.80
132.145.120.118,2083,2083,true,NRT,Asia Pacific,Tokyo,80,6.80
132.145.120.115,8080,8080,false,NRT,Asia Pacific,Tokyo,77,6.80
140.238.41.167,8443,8443,true,NRT,Asia Pacific,Tokyo,177,6.80
141.147.174.190,2087,2087,true,NRT,Asia Pacific,Tokyo,131,6.80
138.3.223.70,2082,2082,false,NRT,Asia Pacific,Tokyo,82,6.80
141.147.182.70,80,80,false,NRT,Asia Pacific,Tokyo,136,6.80
140.238.61.224,80,80,false,NRT,Asia Pacific,Tokyo,125,6.80
131.186.43.107,8880,8880,false,NRT,Asia Pacific,Tokyo,124,6.79
140.238.35.195,2082,2082,false,NRT,Asia Pacific,Tokyo,79,6.79
140.238.50.32,2083,2083,true,NRT,Asia Pacific,Tokyo,151,6.78
131.186.58.151,2096,2096,true,NRT,Asia Pacific,Tokyo,188,6.78
150.230.212.9,8880,8880,false,NRT,Asia Pacific,Tokyo,81,6.78
131.186.34.11,2052,2052,false,NRT,Asia Pacific,Tokyo,141,6.78
150.230.219.168,2095,2095,false,NRT,Asia Pacific,Tokyo,139,6.77
168.138.212.40,2053,2053,true,NRT,Asia Pacific,Tokyo,116,6.77
138.2.31.68,2096,2096,true,HKG,Asia Pacific,Hong Kong,135,6.77
140.238.58.42,8443,8443,true,NRT,Asia Pacific,Tokyo,80,6.75
132.145.121.242,8080,8080,false,HKG,Asia Pacific,Hong Kong,135,6.75
132.145.121.34,2095,2095,false,NRT,Asia Pacific,Tokyo,87,6.72
138.3.212.144,2096,2096,true,NRT,Asia Pacific,Tokyo,76,6.72
150.230.97.239,80,80,false,NRT,Asia Pacific,Tokyo,122,6.72
152.70.106.185,2087,2087,true,NRT,Asia Pacific,Tokyo,145,6.71
168.138.202.145,8443,8443,true,NRT,Asia Pacific,Tokyo,141,6.70
141.147.189.242,8443,8443,true,NRT,Asia Pacific,Tokyo,75,6.69
132.145.114.4,2082,2082,false,NRT,Asia Pacific,Tokyo,75,6.68
140.238.62.12,8443,8443,true,NRT,Asia Pacific,Tokyo,207,6.68
193.122.197.111,443,443,true,IAD,North America,Ashburn,237,6.68
131.186.44.38,2086,2086,false,NRT,Asia Pacific,Tokyo,92,6.67
138.2.29.250,80,80,false,NRT,Asia Pacific,Tokyo,78,6.67
140.238.34.208,2087,2087,true,NRT,Asia Pacific,Tokyo,152,6.67
131.186.34.11,2087,2087,true,NRT,Asia Pacific,Tokyo,159,6.66
132.145.121.34,2082,2082,false,NRT,Asia Pacific,Tokyo,146,6.65
138.2.14.248,2087,2087,true,HKG,Asia Pacific,Hong Kong,227,6.65
131.186.62.26,80,80,false,NRT,Asia Pacific,Tokyo,81,6.65
138.2.31.68,2083,2083,true,HKG,Asia Pacific,Hong Kong,157,6.64
152.70.99.187,8080,8080,false,NRT,Asia Pacific,Tokyo,134,6.64
141.147.174.7,2082,2082,false,NRT,Asia Pacific,Tokyo,76,6.63
150.136.241.40,8443,443,true,IAD,North America,Ashburn,227,6.63
140.238.59.255,2052,2052,false,NRT,Asia Pacific,Tokyo,144,6.63
138.3.211.101,2053,2053,true,NRT,Asia Pacific,Tokyo,190,6.62
150.230.101.125,8080,8080,false,NRT,Asia Pacific,Tokyo,140,6.62
168.138.214.62,2052,2052,false,NRT,Asia Pacific,Tokyo,80,6.62
140.238.41.253,2082,2082,false,NRT,Asia Pacific,Tokyo,75,6.62
138.2.9.66,2052,2052,false,NRT,Asia Pacific,Tokyo,133,6.62
150.230.212.87,2083,2083,true,NRT,Asia Pacific,Tokyo,125,6.61
138.2.20.230,2082,2082,false,NRT,Asia Pacific,Tokyo,86,6.60
131.186.34.11,8080,8080,false,NRT,Asia Pacific,Tokyo,83,6.60
150.230.106.21,2086,2086,false,NRT,Asia Pacific,Tokyo,77,6.59
131.186.59.94,2086,2086,false,NRT,Asia Pacific,Tokyo,88,6.58
132.145.114.14,2053,2053,true,NRT,Asia Pacific,Tokyo,97,6.58
141.147.191.211,2096,2096,true,NRT,Asia Pacific,Tokyo,123,6.57
140.238.54.166,2087,2087,true,NRT,Asia Pacific,Tokyo,123,6.57
138.2.21.31,80,80,false,NRT,Asia Pacific,Tokyo,86,6.57
131.186.46.75,2053,2053,true,NRT,Asia Pacific,Tokyo,138,6.56
131.186.41.255,2095,2095,false,NRT,Asia Pacific,Tokyo,138,6.56
141.147.183.96,8880,8880,false,NRT,Asia Pacific,Tokyo,82,6.56
164.152.26.70,2086,443,true,ORD,North America,Chicago,226,6.56
140.238.54.184,8443,8443,true,NRT,Asia Pacific,Tokyo,115,6.56
141.144.203.144,443,443,true,FRA,Europe,Frankfurt,160,6.55
131.186.36.248,2086,2086,false,NRT,Asia Pacific,Tokyo,83,6.55
168.138.211.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,242,6.55
168.138.202.145,2082,2082,false,NRT,Asia Pacific,Tokyo,82,6.55
131.186.63.35,2096,2096,true,NRT,Asia Pacific,Tokyo,159,6.55
138.3.211.101,2086,2086,false,NRT,Asia Pacific,Tokyo,84,6.54
140.238.61.78,8080,8080,false,NRT,Asia Pacific,Tokyo,143,6.53
138.3.223.70,2086,2086,false,NRT,Asia Pacific,Tokyo,131,6.53
140.238.39.87,2095,2095,false,NRT,Asia Pacific,Tokyo,97,6.52
131.186.43.207,8880,8880,false,NRT,Asia Pacific,Tokyo,75,6.52
150.230.205.56,8443,8443,true,NRT,Asia Pacific,Tokyo,84,6.51
131.186.47.223,2096,2096,true,NRT,Asia Pacific,Tokyo,207,6.51
150.230.101.125,2086,2086,false,NRT,Asia Pacific,Tokyo,82,6.51
150.230.216.117,2096,2096,true,NRT,Asia Pacific,Tokyo,96,6.51
150.230.107.197,2087,2087,true,NRT,Asia Pacific,Tokyo,108,6.50
138.2.10.251,8880,8880,false,NRT,Asia Pacific,Tokyo,130,6.49
141.147.183.96,2052,2052,false,NRT,Asia Pacific,Tokyo,78,6.49
168.138.211.131,2083,2083,true,NRT,Asia Pacific,Tokyo,134,6.48
132.145.120.103,80,80,false,NRT,Asia Pacific,Tokyo,78,6.48
141.147.170.160,2087,2087,true,NRT,Asia Pacific,Tokyo,138,6.47
140.238.51.89,2096,2096,true,NRT,Asia Pacific,Tokyo,100,6.46
152.70.102.124,2082,2082,false,HKG,Asia Pacific,Hong Kong,190,6.46
168.138.212.184,8443,8443,true,NRT,Asia Pacific,Tokyo,115,6.45
168.138.196.237,2053,2053,true,NRT,Asia Pacific,Tokyo,160,6.45
141.147.178.202,2096,2096,true,NRT,Asia Pacific,Tokyo,87,6.45
131.186.47.223,8443,8443,true,NRT,Asia Pacific,Tokyo,108,6.45
144.24.173.250,2096,443,true,FRA,Europe,Frankfurt,179,6.44
150.230.208.113,8880,8880,false,NRT,Asia Pacific,Tokyo,133,6.44
132.145.115.17,8443,8443,true,NRT,Asia Pacific,Tokyo,174,6.44
140.238.32.184,2096,2096,true,NRT,Asia Pacific,Tokyo,106,6.42
138.3.210.114,8880,8880,false,NRT,Asia Pacific,Tokyo,125,6.42
150.230.208.113,2095,2095,false,NRT,Asia Pacific,Tokyo,128,6.42
150.230.208.113,2052,2052,false,NRT,Asia Pacific,Tokyo,83,6.42
141.147.183.96,2082,2082,false,NRT,Asia Pacific,Tokyo,134,6.42
168.138.196.164,2053,2053,true,HKG,Asia Pacific,Hong Kong,211,6.41
140.238.52.141,2087,2087,true,NRT,Asia Pacific,Tokyo,156,6.40
130.61.109.6,2096,443,true,FRA,Europe,Frankfurt,196,6.40
132.145.121.175,2096,2096,true,NRT,Asia Pacific,Tokyo,96,6.39
131.186.63.127,2083,2083,true,NRT,Asia Pacific,Tokyo,77,6.39
132.145.121.123,8880,8880,false,NRT,Asia Pacific,Tokyo,76,6.38
140.238.38.245,2087,2087,true,NRT,Asia Pacific,Tokyo,121,6.37
131.186.58.151,2086,2086,false,NRT,Asia Pacific,Tokyo,78,6.37
131.186.62.26,2086,2086,false,NRT,Asia Pacific,Tokyo,83,6.37
131.186.44.38,2052,2052,false,NRT,Asia Pacific,Tokyo,77,6.36
138.2.20.230,2052,2052,false,NRT,Asia Pacific,Tokyo,140,6.36
138.2.24.114,8443,8443,true,NRT,Asia Pacific,Tokyo,157,6.36
141.147.163.68,443,443,true,NRT,Asia Pacific,Tokyo,84,6.36
141.147.191.132,80,80,false,NRT,Asia Pacific,Tokyo,89,6.35
140.238.35.195,2086,2086,false,NRT,Asia Pacific,Tokyo,139,6.35
141.147.178.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,194,6.35
168.138.209.244,80,80,false,NRT,Asia Pacific,Tokyo,83,6.34
168.138.214.62,80,80,false,NRT,Asia Pacific,Tokyo,128,6.34
132.145.121.242,2086,2086,false,HKG,Asia Pacific,Hong Kong,187,6.34
150.230.208.83,2053,2053,true,NRT,Asia Pacific,Tokyo,82,6.34
141.147.178.115,80,80,false,NRT,Asia Pacific,Tokyo,77,6.33
140.238.51.184,2086,2086,false,NRT,Asia Pacific,Tokyo,83,6.33
140.238.39.87,8443,8443,true,NRT,Asia Pacific,Tokyo,186,6.33
150.230.107.197,2096,2096,true,NRT,Asia Pacific,Tokyo,133,6.32
138.3.222.204,2086,2086,false,NRT,Asia Pacific,Tokyo,76,6.32
140.238.32.184,8880,8880,false,NRT,Asia Pacific,Tokyo,83,6.32
141.147.175.230,8880,8880,false,NRT,Asia Pacific,Tokyo,130,6.32
138.3.220.4,2095,2095,false,NRT,Asia Pacific,Tokyo,139,6.31
168.138.214.62,8080,8080,false,NRT,Asia Pacific,Tokyo,128,6.31
150.230.108.135,2086,2086,false,NRT,Asia Pacific,Tokyo,77,6.31
140.238.32.184,8080,8080,false,NRT,Asia Pacific,Tokyo,82,6.31
138.2.13.133,2082,2082,false,NRT,Asia Pacific,Tokyo,130,6.28
141.144.192.251,443,443,true,FRA,Europe,Frankfurt,159,6.28
140.238.44.27,443,443,true,NRT,Asia Pacific,Tokyo,150,6.28
168.138.207.64,2095,2095,false,NRT,Asia Pacific,Tokyo,130,6.27
132.145.114.14,8080,8080,false,NRT,Asia Pacific,Tokyo,95,6.27
140.238.33.94,80,80,false,NRT,Asia Pacific,Tokyo,83,6.27
168.138.197.222,2096,2096,true,NRT,Asia Pacific,Tokyo,213,6.27
168.138.205.195,2052,2052,false,NRT,Asia Pacific,Tokyo,76,6.27
132.145.114.250,2053,2053,true,NRT,Asia Pacific,Tokyo,194,6.27
138.2.13.133,2083,2083,true,NRT,Asia Pacific,Tokyo,145,6.27
150.230.212.9,2096,2096,true,NRT,Asia Pacific,Tokyo,97,6.27
140.238.41.167,2082,2082,false,NRT,Asia Pacific,Tokyo,87,6.26
168.138.206.68,2052,2052,false,NRT,Asia Pacific,Tokyo,90,6.26
140.238.32.238,2083,2083,true,NRT,Asia Pacific,Tokyo,86,6.25
140.238.58.42,2096,2096,true,NRT,Asia Pacific,Tokyo,222,6.24
141.147.179.64,8443,8443,true,NRT,Asia Pacific,Tokyo,127,6.24
168.138.205.195,8443,8443,true,NRT,Asia Pacific,Tokyo,154,6.24
140.238.33.165,2053,2053,true,NRT,Asia Pacific,Tokyo,113,6.24
141.147.191.211,2082,2082,false,NRT,Asia Pacific,Tokyo,90,6.23
131.186.38.135,2095,2095,false,NRT,Asia Pacific,Tokyo,80,6.22
131.186.41.82,8880,8880,false,NRT,Asia Pacific,Tokyo,133,6.22
140.238.39.21,2082,2082,false,NRT,Asia Pacific,Tokyo,138,6.22
164.152.17.14,443,443,true,ORD,North America,Chicago,229,6.21
131.186.62.26,2053,2053,true,NRT,Asia Pacific,Tokyo,170,6.21
168.138.217.146,2083,2083,true,NRT,Asia Pacific,Tokyo,151,6.20
132.145.121.247,8880,8880,false,NRT,Asia Pacific,Tokyo,127,6.20
132.145.121.175,80,80,false,NRT,Asia Pacific,Tokyo,136,6.19
132.145.121.175,2083,2083,true,NRT,Asia Pacific,Tokyo,100,6.19
168.138.205.195,2087,2087,true,NRT,Asia Pacific,Tokyo,166,6.18
168.138.211.131,2095,2095,false,NRT,Asia Pacific,Tokyo,75,6.18
131.186.37.49,2082,2082,false,NRT,Asia Pacific,Tokyo,137,6.17
140.238.39.87,2086,2086,false,NRT,Asia Pacific,Tokyo,85,6.17
138.2.29.250,2083,2083,true,NRT,Asia Pacific,Tokyo,85,6.17
150.230.109.252,2053,2053,true,NRT,Asia Pacific,Tokyo,130,6.17
140.238.54.184,2096,2096,true,NRT,Asia Pacific,Tokyo,118,6.17
131.186.40.31,8880,8880,false,HKG,Asia Pacific,Hong Kong,208,6.17
